"NICHOLA,MIKE",GRANTS COORDINATOR/FIELD REP,2015Q1,G000556,HON. ALAN GRAYSON
"PRICE,LIZY H",CONSTITUENT ADVOCATE,2015Q1,G000556,HON. ALAN GRAYSON
"RANDOLPH, SUSANNA M",DISTRICT DIRECTOR,2015Q1,G000556,HON. ALAN GRAYSON
"RODRIGUEZ,JOSE R",STAFF ASST./CONSTI. SERV REP,2015Q1,G000556,HON. ALAN GRAYSON
"SIDDIQUI,FAISAL",SHARED EMPLOYEE,2015Q1,G000556,HON. ALAN GRAYSON
"TAGEN,JULIE S",CHIEF OF STAFF,2015Q1,G000556,HON. ALAN GRAYSON
"TAYLOR,JUSTIN K",CONSTITUENT ADVOCATE,2015Q1,G000556,HON. ALAN GRAYSON
"ANFINSON, SUSAN",SHARED EMPLOYEE,2015Q1,G000556,HON. ALAN GRAYSON
"BAGBY, DAVID R",LEGISLATIVE DIRECTOR,2015Q1,G000556,HON. ALAN GRAYSON
"COLEMAN,CARLA G",OFFICE MANAGER/SCHEDULER,2015Q1,G000556,HON. ALAN GRAYSON
"DAMRON,DAVID A",PRESS SECRETARY,2015Q1,G000556,HON. ALAN GRAYSON
"DIAMOND,CLINT D",DIRECTOR OF COMMUNITY OUTREACH,2015Q1,G000556,HON. ALAN GRAYSON
"DONEY, LAUREN L",COMMUNICATIONS DIRECTOR,2015Q1,G000556,HON. ALAN GRAYSON
"FINNERTY,SHILPA D",LEGISLATIVE CORRESPONDENT,2015Q1,G000556,HON. ALAN GRAYSON
"HOLLADAY,DAVID R",STAFF ASSISTANT,2015Q1,G000556,HON. ALAN GRAYSON
"LOPEZ,JUAN",DIR OF CONSTITUENT SERVICES,2015Q1,G000556,HON. ALAN GRAYSON
"NICHOLA,MIKE",GRANTS COORDINATOR/FIELD REP,2015Q1,G000556,HON. ALAN GRAYSON
"PRICE,LIZY H",CONSTITUENT ADVOCATE,2015Q1,G000556,HON. ALAN GRAYSON
"RANDOLPH, SUSANNA M",DISTRICT DIRECTOR,2015Q1,G000556,HON. ALAN GRAYSON
"RODRIGUEZ,JOSE R",STAFF ASST./CONSTI. SERV REP,2015Q1,G000556,HON. ALAN GRAYSON
"SIDDIQUI,FAISAL",SHARED EMPLOYEE,2015Q1,G000556,HON. ALAN GRAYSON
"TAGEN,JULIE S",CHIEF OF STAFF,2015Q1,G000556,HON. ALAN GRAYSON
"TAYLOR,JUSTIN K",CONSTITUENT ADVOCATE,2015Q1,G000556,HON. ALAN GRAYSON
"CHEN, CHUNG C",PART-TIME EMPLOYEE,2015Q1,G000553,HON. AL GREEN
"CUTHBERTSON,KRISTEN R",LEGISLATIVE ASSISTANT,2015Q1,G000553,HON. AL GREEN
"DANCY,KEVIN W",DISTRICT DIRECTOR,2015Q1,G000553,HON. AL GREEN
"ELLIS, JACQUELINE A",CHIEF OF STAFF,2015Q1,G000553,HON. AL GREEN
"GREENFIELD, GEORGE R",SHARED EMPLOYEE,2015Q1,G000553,HON. AL GREEN
"HOLLIDAY, CLARENCE L",CONSTITUENT SERVICES REP - TWO,2015Q1,G000553,HON. AL GREEN
"JOHNSON,NICHOLAS D",STAFF ASSISTANT,2015Q1,G000553,HON. AL GREEN
"LE, CATHERINE L",CONSTITUENT SERVICES REPRESENT,2015Q1,G000553,HON. AL GREEN
"LEAL,PETE",STAFF ASSISTANT,2015Q1,G000553,HON. AL GREEN
"MERCHANT,SAM",PART-TIME EMPLOYEE,2015Q1,G000553,HON. AL GREEN
"MOUTON,MICHAEL",SENIOR PRESS SECRETARY,2015Q1,G000553,HON. AL GREEN
"ORTON,GREGG S",LEGISLATIVE DIRECTOR,2015Q1,G000553,HON. AL GREEN
"RODRIGUEZ,ERNESTO",LEGISLATIVE ASSISTANT,2015Q1,G000553,HON. AL GREEN
"RODRIGUEZ,RACHAEL",CONSTITUENT SERVICES REP,2015Q1,G000553,HON. AL GREEN
"SWINDLE, BESSIE M",CONSTITUENT SERVICES REP - TWO,2015Q1,G000553,HON. AL GREEN
"WEBSTER,CRYSTAL R",DIST MNGR FOR ADMINISTRATION,2015Q1,G000553,HON. AL GREEN
"CHEN, CHUNG C",PART-TIME EMPLOYEE,2015Q1,G000553,HON. AL GREEN
"CUTHBERTSON,KRISTEN R",LEGISLATIVE ASSISTANT,2015Q1,G000553,HON. AL GREEN
"DANCY,KEVIN W",DISTRICT DIRECTOR,2015Q1,G000553,HON. AL GREEN
"ELLIS, JACQUELINE A",CHIEF OF STAFF,2015Q1,G000553,HON. AL GREEN
"GREENFIELD, GEORGE R",SHARED EMPLOYEE,2015Q1,G000553,HON. AL GREEN
"HOLLIDAY, CLARENCE L",CONSTITUENT SERVICES REP - TWO,2015Q1,G000553,HON. AL GREEN
"JOHNSON,NICHOLAS D",STAFF ASSISTANT,2015Q1,G000553,HON. AL GREEN
"LE, CATHERINE L",CONSTITUENT SERVICES REPRESENT,2015Q1,G000553,HON. AL GREEN
"LEAL,PETE",STAFF ASSISTANT,2015Q1,G000553,HON. AL GREEN
"MERCHANT,SAM",PART-TIME EMPLOYEE,2015Q1,G000553,HON. AL GREEN
"MOUTON,MICHAEL",SENIOR PRESS SECRETARY,2015Q1,G000553,HON. AL GREEN
"ORTON,GREGG S",LEGISLATIVE DIRECTOR,2015Q1,G000553,HON. AL GREEN
"RODRIGUEZ,RACHAEL",CONSTITUENT SERVICES REP,2015Q1,G000553,HON. AL GREEN
"SWINDLE, BESSIE M",CONSTITUENT SERVICES REP - TWO,2015Q1,G000553,HON. AL GREEN
"WEBSTER,CRYSTAL R",DIST MNGR FOR ADMINISTRATION,2015Q1,G000553,HON. AL GREEN
"ACKLEY,M JUSTIN",SR LEGISLATIVE ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"CLOWERS, MARLENE A",CASEWORKER,2015Q1,G000410,HON. GENE GREEN
"ESPINOSA,SERGIO",LEGISLATIVE DIRECTOR,2015Q1,G000410,HON. GENE GREEN
"GOMEZ, SHIRLEY M",CASEWORKER,2015Q1,G000410,HON. GENE GREEN
"GUTIERREZ,SOPHIA",DISTRICT SCHEDULER/CASEWORKER,2015Q1,G000410,HON. GENE GREEN
"HARRIS, YUROBA",CASEWORKER,2015Q1,G000410,HON. GENE GREEN
"JACKSON, RHONDA A",CHIEF OF STAFF,2015Q1,G000410,HON. GENE GREEN
"JACKSON,CHARLESS B",LEGISLATIVE ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"MALDONADO,JORGE",CASEWORKER/COMMUNIYT LIAISON,2015Q1,G000410,HON. GENE GREEN
"MENA, SHARLETT",PRESS SECRETARY/SCHEDULER,2015Q1,G000410,HON. GENE GREEN
"O'NEILL,KRISTEN",LEGISLATIVE ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"REYNA, JOE R",FIELD REPRESENTATIVE,2015Q1,G000410,HON. GENE GREEN
"RUBIO,CORINA",STAFF ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"RUBIO,CORINA",CASEWORKER/STAFF ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"VELA,KENDRICK",STAFF ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"ACKLEY,M JUSTIN",SR LEGISLATIVE ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"CLOWERS, MARLENE A",CASEWORKER,2015Q1,G000410,HON. GENE GREEN
"ESPINOSA,SERGIO",LEGISLATIVE DIRECTOR,2015Q1,G000410,HON. GENE GREEN
"GOMEZ, SHIRLEY M",CASEWORKER,2015Q1,G000410,HON. GENE GREEN
"GUTIERREZ,SOPHIA",DISTRICT SCHEDULER/CASEWORKER,2015Q1,G000410,HON. GENE GREEN
"HARRIS, YUROBA",CASEWORKER,2015Q1,G000410,HON. GENE GREEN
"JACKSON, RHONDA A",CHIEF OF STAFF,2015Q1,G000410,HON. GENE GREEN
"JACKSON,CHARLESS B",LEGISLATIVE ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"MALDONADO,JORGE",CASEWORKER/COMMUNIYT LIAISON,2015Q1,G000410,HON. GENE GREEN
"MENA, SHARLETT",PRESS SECRETARY/SCHEDULER,2015Q1,G000410,HON. GENE GREEN
"O'NEILL,KRISTEN",LEGISLATIVE ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"REYNA, JOE R",FIELD REPRESENTATIVE,2015Q1,G000410,HON. GENE GREEN
"RUBIO,CORINA",STAFF ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"VELA,KENDRICK",STAFF ASSISTANT,2015Q1,G000410,HON. GENE GREEN
"BENNETT,AIMEE B",SENIOR ADVISOR,2015Q1,G000567,HON. TIM GRIFFIN
"BENNETT,AIMEE B",SENIOR ADVISOR (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"BODINE,KELSI L",STAFF ASSISTANT,2015Q1,G000567,HON. TIM GRIFFIN
"CAVEN,JENNIE V",COMMUNICATIONS DIRECTOR,2015Q1,G000567,HON. TIM GRIFFIN
"CAVEN,JENNIE V",COMMUNICATIONS DIRECTOR (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"COMSTOCK,PETER J",CHIEF OF STAFF,2015Q1,G000567,HON. TIM GRIFFIN
"COMSTOCK,PETER J",CHIEF OF STAFF (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"COUHIG,BENJAMIN H",SENIOR POLICY ADVISOR,2015Q1,G000567,HON. TIM GRIFFIN
"COUHIG,BENJAMIN H",SENIOR POLICY ADVISOR (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"COX,JILL P",DEPUTY DISTRICT DIRECTOR,2015Q1,G000567,HON. TIM GRIFFIN
"COX,JILL P",DEPUTY DISTRICT DIRECTOR (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"FROST,DYLAN R",SENIOR LEGISLATIVE ASSISTANT,2015Q1,G000567,HON. TIM GRIFFIN
"FROST,DYLAN R",SENIOR LEGISLATIVE ASSISTANT (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"GAMBLE,TOSKA L",EXECUTIVE ASSISTANT,2015Q1,G000567,HON. TIM GRIFFIN
"GAMBLE,TOSKA L",EXECUTIVE ASSISTANT (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"HEILES,HOLLI",SCHEDULER,2015Q1,G000567,HON. TIM GRIFFIN
"HEILES,HOLLI",SCHEDULER (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"JUUMDE,ANUSHREE",DISTRICT REPRESENTATIVE,2015Q1,G000567,HON. TIM GRIFFIN
"JUUMDE,ANUSHREE",DISTRICT REPRESENTATIVE (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"MCGEHEE,JASON D",DEPUTY COS & DIST DIR,2015Q1,G000567,HON. TIM GRIFFIN
"MCGEHEE,JASON D",DEPUTY COS & DIST DIR (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"MCNABB,THOMAS W",SR DISTRICT REPRESENTATIVE,2015Q1,G000567,HON. TIM GRIFFIN
"MCNABB,THOMAS W",SR DISTRICT REPRESENTATIVE (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"MESKER,JOSHUA S",DISTRICT REPRESENTATIVE,2015Q1,G000567,HON. TIM GRIFFIN
"MESKER,JOSHUA S",DISTRICT REPRESENTATIVE (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"REESE,CATHERINE L",STAFF ASSISTANT,2015Q1,G000567,HON. TIM GRIFFIN
"WANG,CHEN-MING TIM",SENIOR TRADE ADVISOR,2015Q1,G000567,HON. TIM GRIFFIN
"WITTE, DAVID R",DIST REP FOR MIL & VETS,2015Q1,G000567,HON. TIM GRIFFIN
"WITTE, DAVID R",DIST REP FOR MIL & VETS (OTHER COMPENSATION),2015Q1,G000567,HON. TIM GRIFFIN
"ANFINSON, SUSAN",SHARED EMPLOYEE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"ANFINSON, T E",SHARED EMPLOYEE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"ANFINSON, THOMAS E",SHARED EMPLOYEE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"BEBOUT, TAMMIE S",SENIOR CONGRESSIONAL REPRESENT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"CAWOOD,MARGARET H",STAFF ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"DUMLER,JACQUELINE A",CONSTITUENT SERVICES REP,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"HALL,ANGIE M",DEPUTY DISTRICT DIRECTOR,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"HARBISON,PHILLIP A",LEGISLATIVE DIRECTOR,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"HARSHA,CHRISTEN E",JUNIOR LEGISLATIVE ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"HUNTER,KATHERINE W",LEGISLATIVE ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"HUNTER,KATHERINE W",LEGISLATIVE ASSISTANT (OTHER COMPENSATION),2015Q1,G000568,HON. H. MORGAN GRIFFITH
"JENKINS,KIMBERLY M",DISTRICT DIRECTOR,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"LESTER,TYLER W",FIELD REPRESENTATIVE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"MCCOLLUM, KELLY L",CHIEF OF STAFF,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"MCDAVID,NICHOLAS A",FIELD REPRESENTATIVE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"MULLINS,HUNTER E",STAFF ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"MULLINS,HUNTER E",LEGISLATIVE CORRESPONDENT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"PASKA,JESSICA D",STAFF ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"PIVARUNAS,ANDREA",COMMUNICATIONS DIRECTOR,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"SILVERMAN,ELLIOT M",DC SCHEDULER,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"SMITH,KATHY G",STAFF ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"STAFFORD,BARBARA M",CONSTITUENT REPRESENTATIVE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"TEAGUE,CORBAN",LEGISLATIVE COUNSEL,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"WOFFORD,MARK D",PART-TIME EMPLOYEE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"ANFINSON, T E",SHARED EMPLOYEE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"BEBOUT, TAMMIE S",SENIOR CONGRESSIONAL REPRESENT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"CAWOOD,MARGARET H",STAFF ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"DUMLER,JACQUELINE A",CONSTITUENT SERVICES REP,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"HALL,ANGIE M",DEPUTY DISTRICT DIRECTOR,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"HARBISON,PHILLIP A",LEGISLATIVE DIRECTOR,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"HUNTER,KATHERINE W",LEGISLATIVE ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"JENKINS,KIMBERLY M",DISTRICT DIRECTOR,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"LIPPERT,JEREMY A",LEGISLATIVE CORRESPONDENT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"LIPPERT,JEREMY A",LEGISLATIVE CORRESPONDENT (OTHER COMPENSATION),2015Q1,G000568,HON. H. MORGAN GRIFFITH
"MCCOLLUM, KELLY L",CHIEF OF STAFF,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"MCDAVID,NICHOLAS A",FIELD REPRESENTATIVE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"MULLINS,HUNTER E",STAFF ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"PIVARUNAS,ANDREA",COMMUNICATIONS DIRECTOR,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"QUIRK,LARAINE N",DISTRICT SCHEDULER (OTHER COMPENSATION),2015Q1,G000568,HON. H. MORGAN GRIFFITH
"SILVERMAN,ELLIOT M",DC SCHEDULER,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"SMITH,KATHY G",STAFF ASSISTANT,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"STAFFORD,BARBARA M",CONSTITUENT REPRESENTATIVE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"TEAGUE,CORBAN",LEGISLATIVE COUNSEL,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"WOFFORD,MARK D",PART-TIME EMPLOYEE,2015Q1,G000568,HON. H. MORGAN GRIFFITH
"BAXTER,JESSICA D",OUTREACH COORDINATOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"BECERRA,ASTRID C",EXECUTIVE ASSISTANT/SCHEDULER,2015Q1,G000551,HON. RAUL M. GRIJALVA
"CHAVEZ,YESENIA",LEGIS ASST/LEGISLATIVE CORRES,2015Q1,G000551,HON. RAUL M. GRIJALVA
"CLERKIN, AMY C",CHIEF OF STAFF,2015Q1,G000551,HON. RAUL M. GRIJALVA
"DARNER,MICHAEL P",SHARED EMPLOYEE,2015Q1,G000551,HON. RAUL M. GRIJALVA
"ESTRADA-GRIJALVA,ERIC",STAFF ASSISTANT,2015Q1,G000551,HON. RAUL M. GRIJALVA
"GARCIA, MARTHA",STAFF ASSISTANT,2015Q1,G000551,HON. RAUL M. GRIJALVA
"GARZA,CRISTINA",STAFF ASSISTANT,2015Q1,G000551,HON. RAUL M. GRIJALVA
"GELLMAN,DAVID S",STAFF ASSISTANT/LEG CORRES,2015Q1,G000551,HON. RAUL M. GRIJALVA
"KAAI,KRYSTAL C",SHARED EMPLOYEE,2015Q1,G000551,HON. RAUL M. GRIJALVA
"KAUMO, CHRISTOPHER",SENIOR ADVISOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"LINDNER,DANIEL M",COMMUNICATIONS DIRECTOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MARTINEZ, ALEXANDRA",OFFICE MANAGER,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MEDINA, JOSEFINA M",DISTRICT AIDE,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MILLER, GLENN E",SENIOR POLICY ADVISOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MISHKIN,KELSEY H",LEGISLATIVE DIRECTOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MOLINA,SAYANNA D",STAFF ASSISTANT,2015Q1,G000551,HON. RAUL M. GRIJALVA
"PAPAWORTH,JENNIFER A",DISTRICT AIDE,2015Q1,G000551,HON. RAUL M. GRIJALVA
"PERKINS, DEBRA",SHARED EMPLOYEE,2015Q1,G000551,HON. RAUL M. GRIJALVA
"REYES, RUBEN H",DISTRICT DIRECTOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"SALAZAR-IBARRA,NORMA R",LA/LC,2015Q1,G000551,HON. RAUL M. GRIJALVA
"VILLA,CRISTINA M",STAFF ASSISTANT,2015Q1,G000551,HON. RAUL M. GRIJALVA
"BAXTER,JESSICA D",OUTREACH COORDINATOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"BECERRA,ASTRID C",EXECUTIVE ASSISTANT/SCHEDULER,2015Q1,G000551,HON. RAUL M. GRIJALVA
"CHAVEZ,YESENIA",LEGIS ASST/LEGISLATIVE CORRES,2015Q1,G000551,HON. RAUL M. GRIJALVA
"CLERKIN, AMY C",CHIEF OF STAFF,2015Q1,G000551,HON. RAUL M. GRIJALVA
"DARNER,MICHAEL P",SHARED EMPLOYEE,2015Q1,G000551,HON. RAUL M. GRIJALVA
"GARCIA, MARTHA",STAFF ASSISTANT,2015Q1,G000551,HON. RAUL M. GRIJALVA
"KAUMO, CHRISTOPHER",SENIOR ADVISOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"LINDNER,DANIEL M",COMMUNICATIONS DIRECTOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MARTINEZ, ALEXANDRA",OFFICE MANAGER,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MEDINA, JOSEFINA M",DISTRICT AIDE,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MILLER, GLENN E",SENIOR POLICY ADVISOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MISHKIN,KELSEY H",LEGISLATIVE DIRECTOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"MOLINA,SAYANNA D",STAFF ASSISTANT,2015Q1,G000551,HON. RAUL M. GRIJALVA
"PERKINS, DEBRA",SHARED EMPLOYEE,2015Q1,G000551,HON. RAUL M. GRIJALVA
"REYES, RUBEN H",DISTRICT DIRECTOR,2015Q1,G000551,HON. RAUL M. GRIJALVA
"SALAZAR-IBARRA,NORMA R",LA/LC,2015Q1,G000551,HON. RAUL M. GRIJALVA
"VILLA,CRISTINA M",STAFF ASSISTANT,2015Q1,G000551,HON. RAUL M. GRIJALVA
"ALVAREZ,JACK R",PART-TIME EMPLOYEE,2015Q1,G000569,HON. MICHAEL G. GRIMM
"ALVAREZ,MARC A",SPECIAL ASSISTANT,2015Q1,G000569,HON. MICHAEL G. GRIMM
"BARTLETT, BLAIRE",DEPUTY CHIEF OF STAFF,2015Q1,G000569,HON. MICHAEL G. GRIMM
"BERARDINI, CHRISTOPHER F",CHIEF OF STAFF,2015Q1,G000569,HON. MICHAEL G. GRIMM
"CICCONE, THERESA",CONSTITUENT SERVICES REP,2015Q1,G000569,HON. MICHAEL G. GRIMM
"CURRAN,NICHOLAS T",DISTRICT DIRECTOR,2015Q1,G000569,HON. MICHAEL G. GRIMM
"DOWDY,MEAGHAN E",OFFICE ADMINISTRATOR/COUNSEL,2015Q1,G000569,HON. MICHAEL G. GRIMM
"HOFFMANN,RICHARD J",LEGISLATIVE DIRECTOR,2015Q1,G000569,HON. MICHAEL G. GRIMM
"IACONO,NICHOLAS",COMMUNICATIONS DIRECTOR,2015Q1,G000569,HON. MICHAEL G. GRIMM
"MCCABE,LIAM A",COMMUNITY AFFAIRS,2015Q1,G000569,HON. MICHAEL G. GRIMM
"OCONNOR, RYAN T",CONSTITUENT SERVICES REPRESENT,2015Q1,G000569,HON. MICHAEL G. GRIMM
"PRYCE,SONIA L",DISTRICT REPRESENTATIVE,2015Q1,G000569,HON. MICHAEL G. GRIMM
"SCLAFANI,STACEY A",CONSTITUENT SERVICES REP,2015Q1,G000569,HON. MICHAEL G. GRIMM
"VELLA,-MARRONE, FRANCES T",BROOKLYN DIRECTOR,2015Q1,G000569,HON. MICHAEL G. GRIMM
"ALVAREZ,MARC A",SPECIAL ASSISTANT,2015Q1,G000569,HON. MICHAEL G. GRIMM
"ANNARUMMO,CLORINDA S",PART-TIME EMPLOYEE,2015Q1,G000569,HON. MICHAEL G. GRIMM
"BARTLETT, BLAIRE",DEPUTY CHIEF OF STAFF,2015Q1,G000569,HON. MICHAEL G. GRIMM
"BERARDINI, CHRISTOPHER F",CHIEF OF STAFF,2015Q1,G000569,HON. MICHAEL G. GRIMM
"CICCONE, THERESA",CONSTITUENT SERVICES REP,2015Q1,G000569,HON. MICHAEL G. GRIMM
"CURRAN,NICHOLAS T",DISTRICT DIRECTOR,2015Q1,G000569,HON. MICHAEL G. GRIMM
"DOWDY,MEAGHAN E",STAFF ASSISTANT,2015Q1,G000569,HON. MICHAEL G. GRIMM
"HOFFMANN,RICHARD J",LEGISLATIVE ASSISTANT,2015Q1,G000569,HON. MICHAEL G. GRIMM
"IACONO,NICHOLAS",COMMUNICATIONS DIRECTOR,2015Q1,G000569,HON. MICHAEL G. GRIMM
"MCCABE,LIAM A",COMMUNITY AFFAIRS,2015Q1,G000569,HON. MICHAEL G. GRIMM
"MORAWEK,VERONICA",PART-TIME EMPLOYEE,2015Q1,G000569,HON. MICHAEL G. GRIMM
"OCONNOR, RYAN T",CONSTITUENT SERVICES REPRESENT,2015Q1,G000569,HON. MICHAEL G. GRIMM
"PRYCE,SONIA L",DISTRICT REPRESENTATIVE,2015Q1,G000569,HON. MICHAEL G. GRIMM
"SCLAFANI,STACEY A",CONSTITUENT SERVICES REP,2015Q1,G000569,HON. MICHAEL G. GRIMM
"SHIKHMAN,JOSEPH",ASSISTANT,2015Q1,G000569,HON. MICHAEL G. GRIMM
"VELLA,-MARRONE, FRANCES T",BROOKLYN DIRECTOR,2015Q1,G000569,HON. MICHAEL G. GRIMM
"ACKER,JUANITA A",STAFF ASSISTANT,2015Q1,G000576,HON. GLENN GROTHMAN
"CROFT,RYAN J",LEGISLATIVE ASSISTANT,2015Q1,G000576,HON. GLENN GROTHMAN
"FURLOW,MATTHEW J",COUNSEL,2015Q1,G000576,HON. GLENN GROTHMAN
"FURLOW,MATTHEW J",LEGISLATIVE CORRESPONDENT,2015Q1,G000576,HON. GLENN GROTHMAN
"GRAWIEN,CHRISTOPHER R",LEGISLATIVE ASSISTANT,2015Q1,G000576,HON. GLENN GROTHMAN
"GUDEX,KIMBERLY K",CONSTITUENT SERVICES REPRESENT,2015Q1,G000576,HON. GLENN GROTHMAN
"HOULTON,TYLER Q",CHIEF OF STAFF,2015Q1,G000576,HON. GLENN GROTHMAN
"LASSITER,HILLARY W",EXECUTIVE ASSISTANT,2015Q1,G000576,HON. GLENN GROTHMAN
"OBERLE,ROSE M",CONSTITUENT SERVICES REPRESENT,2015Q1,G000576,HON. GLENN GROTHMAN
"OTT,ALAN J",FIELD REPRESENTATIVE,2015Q1,G000576,HON. GLENN GROTHMAN
"PALKE,BRITTNI J",COMMUNICATIONS DIRECTOR,2015Q1,G000576,HON. GLENN GROTHMAN
"PARAFINIUK,SADIE R",OFFICE MANAGER/SCHEDULER,2015Q1,G000576,HON. GLENN GROTHMAN
"PFEIFER,JEREMY M",SHARED EMPLOYEE,2015Q1,G000576,HON. GLENN GROTHMAN
"POST,ANDREW C",PRESS SECRETARY,2015Q1,G000576,HON. GLENN GROTHMAN
"RITACCO II,PAUL A",SHARED EMPLOYEE,2015Q1,G000576,HON. GLENN GROTHMAN
"ROSKAM,KYLE R",LEGISLATIVE DIRECTOR,2015Q1,G000576,HON. GLENN GROTHMAN
"TRUDELL,JACQUELINE",DISTRICT DIRECTOR,2015Q1,G000576,HON. GLENN GROTHMAN
"TRUDELL,JACQUELINE",DISTRICT DIRECTOR,2015Q1,G000576,HON. GLENN GROTHMAN
"UNDERHEIM,GREGG",FIELD REPRESENTATIVE,2015Q1,G000576,HON. GLENN GROTHMAN
"VER VELDE,BRANDON P",LEGISLATIVE CORRESPONDENT,2015Q1,G000576,HON. GLENN GROTHMAN
"VER VELDE,RACHEL A",DEPUTY CHIEF OF STAFF,2015Q1,G000576,HON. GLENN GROTHMAN
"ADAMS,DANIELLE R",COMMUNICATIONS DIRECTOR,2015Q1,G000570,HON. FRANK C. GUINTA
"CANNIFF,DANIEL R",STAFF ASSISTANT,2015Q1,G000570,HON. FRANK C. GUINTA
"DOBSON,BRIAN F",VETERANS LIAISON,2015Q1,G000570,HON. FRANK C. GUINTA
"DRISCOE,LARA M",LEGISLATIVE DIRECTOR,2015Q1,G000570,HON. FRANK C. GUINTA
"EDWARDS,EDDIE",DIRECTOR OF COMMUNITY RELATION,2015Q1,G000570,HON. FRANK C. GUINTA
"GAUTHIER,GARRETT P",FIELD REPRESENTATIVE,2015Q1,G000570,HON. FRANK C. GUINTA
